id;type;label;S1;S2;S3
54301;ORIENTATION;EMPTY;test;train;test
54302;ORIENTATION;ARROW_UP;test;train;train
54303;ORIENTATION;EMPTY;test;train;test
54304;ORIENTATION;EMPTY;test;train;test
54305;ORIENTATION;EMPTY;test;train;train
54306;ORIENTATION;EMPTY;test;train;test
54307;ORIENTATION;EMPTY;test;train;test
54308;ORIENTATION;EMPTY;test;train;test
54309;ORIENTATION;EMPTY;test;train;test
54310;ORIENTATION;ARROW_UP;test;train;train
54311;ORIENTATION;EMPTY;test;valid;train
54312;ORIENTATION;EMPTY;test;train;test
54313;ORIENTATION;EMPTY;test;train;test
54314;ORIENTATION;EMPTY;test;train;valid
54315;ORIENTATION;ARROW_LEFT;test;train;train
54316;ORIENTATION;EMPTY;test;train;train
54317;ORIENTATION;EMPTY;test;train;test
54318;ORIENTATION;ARROW_LEFT;test;train;train
54319;ORIENTATION;EMPTY;test;train;test
54320;ORIENTATION;EMPTY;test;valid;train
54321;ORIENTATION;EMPTY;test;train;test
54322;ORIENTATION;EMPTY;test;train;test
54323;ORIENTATION;EMPTY;test;train;test
54324;ORIENTATION;EMPTY;test;valid;test
54325;ORIENTATION;EMPTY;test;train;test
54326;ORIENTATION;EMPTY;test;train;test
54327;ORIENTATION;EMPTY;test;train;test
54328;ORIENTATION;EMPTY;test;train;train
54329;ORIENTATION;ARROW_DOWN;test;valid;test
54330;ORIENTATION;EMPTY;test;train;test
54331;ORIENTATION;EMPTY;test;valid;train
54332;ORIENTATION;EMPTY;test;train;test
54333;ORIENTATION;EMPTY;test;train;valid
54334;ORIENTATION;EMPTY;test;train;test
54335;ORIENTATION;INSPECT;;;
54336;ORIENTATION;EMPTY;test;train;test
54337;ORIENTATION;EMPTY;test;valid;test
54338;ORIENTATION;EMPTY;test;valid;test
54339;ORIENTATION;EMPTY;test;train;test
54340;ORIENTATION;EMPTY;test;train;test
54341;COMMAND;PLUS_ONE;test;train;test
54342;COMMAND;TURN_RIGHT;test;train;valid
54343;COMMAND;PLUS_ONE;test;train;test
54344;COMMAND;EMPTY;test;valid;test
54345;COMMAND;PLUS_ONE;test;train;test
54346;COMMAND;EMPTY;test;valid;test
54347;COMMAND;PLUS_ONE;test;train;train
54348;COMMAND;TURN_LEFT;test;train;test
54349;COMMAND;PLUS_ONE;test;train;test
54350;COMMAND;PLUS_ONE;test;train;test
54351;COMMAND;TURN_RIGHT;test;train;test
54352;COMMAND;PLUS_ONE;test;train;valid
54353;COMMAND;MINUS_ONE;test;train;test
54354;COMMAND;MINUS_ONE;test;train;test
54355;COMMAND;TURN_LEFT;test;train;train
54356;COMMAND;MINUS_ONE;test;train;test
54357;COMMAND;PLUS_ONE;test;train;train
54358;COMMAND;PLUS_ONE;test;train;train
54359;COMMAND;PLUS_ONE;test;train;test
54360;COMMAND;TURN_RIGHT;test;train;train
54361;COMMAND;TURN_RIGHT;test;train;test
54362;COMMAND;EMPTY;test;train;test
54363;COMMAND;PLUS_ONE;test;train;test
54364;COMMAND;INSPECT;;;
54365;COMMAND;PLUS_ONE;test;train;test
54366;COMMAND;EMPTY;test;train;test
54367;COMMAND;MINUS_ONE;test;train;test
54368;COMMAND;TURN_RIGHT;test;train;valid
54369;COMMAND;MINUS_ONE;test;train;test
54370;COMMAND;NOT_READABLE;test;train;valid
54371;COMMAND;MINUS_ONE;test;train;train
54372;COMMAND;MINUS_ONE;test;train;test
54373;COMMAND;LOOP_TWICE;test;valid;train
54374;COMMAND;PLUS_ONE;test;train;test
54375;COMMAND;LOOP_END;test;train;train
54376;COMMAND;EMPTY;test;train;test
54377;COMMAND;LOOP_FOUR_TIMES;test;valid;valid
54378;COMMAND;PLUS_ONE;test;train;train
54379;COMMAND;PLUS_ONE;test;train;test
54380;COMMAND;TURN_RIGHT;test;valid;train
54381;COMMAND;EMPTY;test;train;test
54382;COMMAND;EMPTY;test;train;test
54383;COMMAND;PLUS_ONE;test;train;test
54384;COMMAND;TURN_RIGHT;test;train;test
54385;COMMAND;LOOP_END;test;train;train
54386;COMMAND;EMPTY;test;valid;test
54387;COMMAND;LOOP_THREE_TIMES;test;train;valid
54388;COMMAND;PLUS_ONE;test;train;test
54389;COMMAND;PLUS_ONE;test;valid;test
54390;COMMAND;TURN_LEFT;test;train;train
54391;COMMAND;LOOP_FOUR_TIMES;test;train;valid
54392;COMMAND;PLUS_ONE;test;train;train
54393;COMMAND;PLUS_ONE;test;train;test
54394;COMMAND;PLUS_ONE;test;train;train
54395;COMMAND;PLUS_ONE;test;train;train
54396;COMMAND;TURN_RIGHT;test;train;train
54397;COMMAND;PLUS_ONE;test;train;train
54398;COMMAND;PLUS_ONE;test;train;train
54399;COMMAND;PLUS_ONE;test;train;test
54400;COMMAND;LOOP_END;test;train;test
54401;COMMAND;EMPTY;test;valid;test
54402;COMMAND;NOT_READABLE;test;train;test
54403;COMMAND;PLUS_ONE;test;train;train
54404;COMMAND;PLUS_ONE;test;train;test
54405;ORIENTATION;EMPTY;test;train;test
54406;ORIENTATION;EMPTY;test;valid;test
54407;ORIENTATION;EMPTY;test;train;test
54408;ORIENTATION;EMPTY;test;train;test
54409;ORIENTATION;EMPTY;test;valid;test
54410;ORIENTATION;ARROW_UP;test;train;train
54411;ORIENTATION;EMPTY;test;train;test
54412;ORIENTATION;EMPTY;test;train;test
54413;ORIENTATION;EMPTY;test;valid;test
54414;ORIENTATION;EMPTY;test;train;test
54415;ORIENTATION;EMPTY;test;train;test
54416;ORIENTATION;EMPTY;test;valid;train
54417;ORIENTATION;EMPTY;test;train;test
54418;ORIENTATION;EMPTY;test;train;test
54419;ORIENTATION;EMPTY;test;train;test
54420;ORIENTATION;ARROW_UP;test;train;train
54421;ORIENTATION;EMPTY;test;train;test
54422;ORIENTATION;EMPTY;test;valid;test
54423;ORIENTATION;EMPTY;test;train;test
54424;ORIENTATION;EMPTY;test;train;test
54425;ORIENTATION;EMPTY;test;train;test
54426;ORIENTATION;EMPTY;test;train;test
54427;ORIENTATION;EMPTY;test;train;test
54428;ORIENTATION;ARROW_UP;test;train;train
54429;ORIENTATION;EMPTY;test;train;test
54430;ORIENTATION;EMPTY;test;train;valid
54431;ORIENTATION;EMPTY;test;train;test
54432;ORIENTATION;EMPTY;test;train;test
54433;ORIENTATION;ARROW_LEFT;test;train;test
54434;ORIENTATION;EMPTY;test;train;test
54435;ORIENTATION;EMPTY;test;train;test
54436;ORIENTATION;EMPTY;test;train;test
54437;ORIENTATION;EMPTY;test;train;test
54438;ORIENTATION;EMPTY;test;valid;test
54439;ORIENTATION;EMPTY;test;train;test
54440;ORIENTATION;EMPTY;test;train;test
54441;ORIENTATION;EMPTY;test;train;test
54442;ORIENTATION;EMPTY;test;train;test
54443;ORIENTATION;ARROW_DOWN;test;valid;train
54444;ORIENTATION;EMPTY;test;train;test
54445;ORIENTATION;EMPTY;test;train;test
54446;ORIENTATION;EMPTY;test;train;test
54447;ORIENTATION;EMPTY;test;valid;test
54448;ORIENTATION;EMPTY;test;valid;test
54449;ORIENTATION;EMPTY;test;valid;test
54450;ORIENTATION;EMPTY;test;train;test
54451;ORIENTATION;EMPTY;test;train;test
54452;ORIENTATION;EMPTY;test;train;test
54453;ORIENTATION;EMPTY;test;train;test
54454;ORIENTATION;EMPTY;test;train;test
54455;ORIENTATION;EMPTY;test;train;test
54456;ORIENTATION;EMPTY;test;train;test
54457;ORIENTATION;EMPTY;test;train;train
54458;ORIENTATION;ARROW_RIGHT;test;valid;train
54459;COMMAND;PLUS_ONE;test;train;valid
54460;COMMAND;TURN_RIGHT;test;train;test
54461;COMMAND;PLUS_ONE;test;train;train
54462;COMMAND;EMPTY;test;train;test
54463;COMMAND;PLUS_ONE;test;train;train
54464;COMMAND;PLUS_ONE;test;train;test
54465;COMMAND;INSPECT;;;
54466;COMMAND;TURN_RIGHT;test;train;test
54467;COMMAND;PLUS_ONE;test;train;test
54468;COMMAND;PLUS_ONE;test;train;test
54469;COMMAND;TURN_RIGHT;test;valid;train
54470;COMMAND;PLUS_ONE;test;train;valid
54471;COMMAND;PLUS_ONE;test;train;train
54472;COMMAND;PLUS_ONE;test;train;test
54473;COMMAND;PLUS_ONE;test;train;train
54474;COMMAND;TURN_LEFT;test;train;train
54475;COMMAND;PLUS_ONE;test;valid;test
54476;COMMAND;EMPTY;test;train;test
54477;COMMAND;PLUS_ONE;test;train;train
54478;COMMAND;TURN_LEFT;test;train;train
54479;COMMAND;PLUS_ONE;test;valid;test
54480;COMMAND;PLUS_ONE;test;train;train
54481;COMMAND;TURN_LEFT;test;train;test
54482;COMMAND;PLUS_ONE;test;valid;test
54483;COMMAND;TURN_RIGHT;test;train;test
54484;COMMAND;TURN_RIGHT;test;train;train
54485;COMMAND;TURN_LEFT;test;train;train
54486;COMMAND;MINUS_ONE;test;train;test
54487;COMMAND;PLUS_ONE;test;valid;train
54488;COMMAND;PLUS_ONE;test;train;train
54489;COMMAND;PLUS_ONE;test;train;test
54490;COMMAND;TURN_RIGHT;test;train;train
54491;COMMAND;PLUS_ONE;test;train;train
54492;COMMAND;PLUS_ONE;test;valid;test
54493;COMMAND;INSPECT;;;
54494;COMMAND;PLUS_ONE;test;train;train
54495;COMMAND;MINUS_ONE;test;train;train
54496;COMMAND;PLUS_ONE;test;train;train
54497;COMMAND;NOT_READABLE;test;train;valid
54498;COMMAND;TURN_RIGHT;test;train;train
54499;COMMAND;PLUS_ONE;test;valid;test
54500;COMMAND;INSPECT;;;
54501;COMMAND;EMPTY;test;train;test
54502;COMMAND;MINUS_ONE;test;train;test
54503;COMMAND;MINUS_ONE;test;train;train
54504;COMMAND;TURN_LEFT;test;valid;train
54505;COMMAND;MINUS_ONE;test;train;test
54506;COMMAND;EMPTY;test;train;test
54507;COMMAND;MINUS_ONE;test;train;test
54508;COMMAND;MINUS_ONE;test;train;train
54509;COMMAND;LOOP_TWICE;test;train;valid
54510;COMMAND;PLUS_ONE;test;train;test
54511;COMMAND;LOOP_END;test;train;train
54512;COMMAND;EMPTY;test;train;test
54513;COMMAND;LOOP_THREE_TIMES;test;train;train
54514;COMMAND;PLUS_ONE;test;train;test
54515;COMMAND;PLUS_ONE;test;valid;test
54516;COMMAND;TURN_RIGHT;test;train;test
54517;COMMAND;LOOP_END;test;train;train
54518;COMMAND;EMPTY;test;train;train
54519;COMMAND;PLUS_ONE;test;valid;test
54520;COMMAND;TURN_LEFT;test;train;train
54521;COMMAND;PLUS_ONE;test;train;test
54522;COMMAND;LOOP_END;test;train;train
54523;COMMAND;LOOP_THREE_TIMES;test;train;train
54524;COMMAND;PLUS_ONE;test;train;train
54525;COMMAND;PLUS_ONE;test;train;test
54526;COMMAND;TURN_LEFT;test;valid;train
54527;COMMAND;LOOP_THREE_TIMES;test;train;test
54528;COMMAND;PLUS_ONE;test;train;test
54529;COMMAND;PLUS_ONE;test;train;test
54530;COMMAND;PLUS_ONE;test;train;test
54531;COMMAND;TURN_RIGHT;test;train;test
54532;COMMAND;LOOP_END;test;train;train
54533;COMMAND;PLUS_ONE;test;train;test
54534;COMMAND;PLUS_ONE;test;train;test
54535;COMMAND;TURN_RIGHT;test;train;test
54536;COMMAND;LOOP_END;test;train;train
54537;COMMAND;EMPTY;test;train;test
54538;COMMAND;LOOP_THREE_TIMES;test;train;test
54539;COMMAND;PLUS_ONE;test;train;test
54540;COMMAND;PLUS_ONE;test;valid;test
54541;ORIENTATION;EMPTY;test;train;test
54542;ORIENTATION;EMPTY;test;train;test
54543;ORIENTATION;EMPTY;test;train;test
54544;ORIENTATION;EMPTY;test;valid;test
54545;ORIENTATION;EMPTY;test;train;test
54546;ORIENTATION;ARROW_UP;test;train;valid
54547;ORIENTATION;EMPTY;test;valid;train
54548;ORIENTATION;EMPTY;test;train;test
54549;ORIENTATION;EMPTY;test;train;test
54550;ORIENTATION;EMPTY;test;valid;test
54551;ORIENTATION;EMPTY;test;train;test
54552;ORIENTATION;EMPTY;test;train;test
54553;ORIENTATION;EMPTY;test;train;test
54554;ORIENTATION;EMPTY;test;valid;test
54555;ORIENTATION;EMPTY;test;train;test
54556;ORIENTATION;ARROW_UP;test;train;valid
54557;ORIENTATION;EMPTY;test;train;test
54558;ORIENTATION;EMPTY;test;train;test
54559;ORIENTATION;EMPTY;test;train;test
54560;ORIENTATION;EMPTY;test;train;test
54561;ORIENTATION;EMPTY;test;train;test
54562;ORIENTATION;EMPTY;test;train;test
54563;ORIENTATION;EMPTY;test;train;test
54564;ORIENTATION;ARROW_UP;test;train;valid
54565;ORIENTATION;EMPTY;test;train;test
54566;ORIENTATION;EMPTY;test;train;test
54567;ORIENTATION;EMPTY;test;train;test
54568;ORIENTATION;EMPTY;test;train;test
54569;ORIENTATION;ARROW_LEFT;test;train;test
54570;ORIENTATION;EMPTY;test;valid;test
54571;ORIENTATION;EMPTY;test;train;test
54572;ORIENTATION;ARROW_RIGHT;test;train;train
54573;ORIENTATION;EMPTY;test;train;test
54574;ORIENTATION;EMPTY;test;train;test
54575;ORIENTATION;EMPTY;test;train;test
54576;ORIENTATION;EMPTY;test;train;test
54577;ORIENTATION;EMPTY;test;train;train
54578;ORIENTATION;EMPTY;test;train;test
54579;ORIENTATION;EMPTY;test;train;test
54580;ORIENTATION;EMPTY;test;train;test
54581;ORIENTATION;EMPTY;test;train;test
54582;ORIENTATION;EMPTY;test;valid;test
54583;ORIENTATION;ARROW_DOWN;test;train;train
54584;ORIENTATION;EMPTY;test;train;test
54585;ORIENTATION;EMPTY;test;train;test
54586;ORIENTATION;EMPTY;test;train;test
54587;ORIENTATION;EMPTY;test;train;train
54588;ORIENTATION;EMPTY;test;train;train
54589;ORIENTATION;EMPTY;test;train;test
54590;ORIENTATION;EMPTY;test;train;test
54591;ORIENTATION;EMPTY;test;valid;test
54592;ORIENTATION;EMPTY;test;train;test
54593;ORIENTATION;EMPTY;test;valid;test
54594;ORIENTATION;EMPTY;test;train;test
54595;COMMAND;PLUS_ONE;test;train;train
54596;COMMAND;TURN_RIGHT;test;train;train
54597;COMMAND;PLUS_ONE;test;train;train
54598;COMMAND;EMPTY;test;train;test
54599;COMMAND;PLUS_ONE;test;train;test
54600;COMMAND;PLUS_ONE;test;train;test
54601;COMMAND;PLUS_ONE;test;train;test
54602;COMMAND;TURN_RIGHT;test;train;test
54603;COMMAND;PLUS_ONE;test;train;train
54604;COMMAND;PLUS_ONE;test;train;train
54605;COMMAND;TURN_LEFT;test;train;test
54606;COMMAND;PLUS_ONE;test;train;test
54607;COMMAND;PLUS_ONE;test;train;test
54608;COMMAND;PLUS_ONE;test;train;train
54609;COMMAND;PLUS_ONE;test;train;train
54610;COMMAND;TURN_RIGHT;test;train;train
54611;COMMAND;INSPECT;;;
54612;COMMAND;EMPTY;test;train;test
54613;COMMAND;PLUS_ONE;test;valid;train
54614;COMMAND;TURN_LEFT;test;train;test
54615;COMMAND;PLUS_ONE;test;train;test
54616;COMMAND;PLUS_ONE;test;train;train
54617;COMMAND;TURN_LEFT;test;valid;test
54618;COMMAND;PLUS_ONE;test;train;test
54619;COMMAND;MINUS_ONE;test;train;train
54620;COMMAND;MINUS_ONE;test;train;test
54621;COMMAND;TURN_LEFT;test;valid;train
54622;COMMAND;EMPTY;test;valid;train
54623;COMMAND;TURN_LEFT;test;train;test
54624;COMMAND;MINUS_ONE;test;train;train
54625;COMMAND;MINUS_ONE;test;train;test
54626;COMMAND;TURN_LEFT;test;train;test
54627;COMMAND;MINUS_ONE;test;train;train
54628;COMMAND;MINUS_ONE;test;train;test
54629;COMMAND;MINUS_ONE;test;train;valid
54630;COMMAND;TURN_LEFT;test;train;test
54631;COMMAND;EMPTY;test;train;train
54632;COMMAND;TURN_LEFT;test;train;train
54633;COMMAND;MINUS_ONE;test;valid;test
54634;COMMAND;MINUS_ONE;test;valid;train
54635;COMMAND;MINUS_ONE;test;train;test
54636;COMMAND;TURN_RIGHT;test;valid;test
54637;COMMAND;INSPECT;;;
54638;COMMAND;EMPTY;test;valid;test
54639;COMMAND;MINUS_ONE;test;train;test
54640;COMMAND;TURN_LEFT;test;train;train
54641;COMMAND;MINUS_ONE;test;valid;train
54642;COMMAND;EMPTY;test;train;test
54643;COMMAND;MINUS_ONE;test;train;train
54644;COMMAND;MINUS_ONE;test;train;train
54645;COMMAND;NOT_READABLE;test;train;valid
54646;COMMAND;PLUS_ONE;test;train;test
54647;COMMAND;LOOP_END;test;valid;train
54648;COMMAND;EMPTY;test;train;train
54649;COMMAND;LOOP_FOUR_TIMES;test;train;train
54650;COMMAND;PLUS_ONE;test;train;test
54651;COMMAND;PLUS_ONE;test;train;test
54652;COMMAND;TURN_RIGHT;test;train;train
54653;COMMAND;LOOP_END;test;train;train
54654;COMMAND;EMPTY;test;train;test
54655;COMMAND;PLUS_ONE;test;valid;train
54656;COMMAND;TURN_LEFT;test;train;test
54657;COMMAND;LOOP_END;test;valid;train
54658;COMMAND;EMPTY;test;train;test
54659;COMMAND;LOOP_THREE_TIMES;test;train;test
54660;COMMAND;PLUS_ONE;test;train;test
54661;COMMAND;PLUS_ONE;test;train;test
54662;COMMAND;TURN_LEFT;test;train;test
54663;COMMAND;LOOP_FOUR_TIMES;test;train;valid
54664;COMMAND;PLUS_ONE;test;train;test
54665;COMMAND;PLUS_ONE;test;valid;train
54666;COMMAND;PLUS_ONE;test;train;test
54667;COMMAND;TURN_RIGHT;test;train;test
54668;COMMAND;LOOP_END;test;train;test
54669;COMMAND;PLUS_ONE;test;train;test
54670;COMMAND;PLUS_ONE;test;train;train
54671;COMMAND;TURN_RIGHT;test;train;train
54672;COMMAND;LOOP_END;test;train;train
54673;COMMAND;EMPTY;test;train;train
54674;COMMAND;LOOP_FOUR_TIMES;test;train;train
54675;COMMAND;PLUS_ONE;test;train;test
54676;COMMAND;PLUS_ONE;test;train;test
54677;ORIENTATION;EMPTY;test;train;test
54678;ORIENTATION;EMPTY;test;train;test
54679;ORIENTATION;EMPTY;test;train;test
54680;ORIENTATION;EMPTY;test;train;test
54681;ORIENTATION;EMPTY;test;train;test
54682;ORIENTATION;NOT_READABLE;test;train;train
54683;ORIENTATION;EMPTY;test;train;test
54684;ORIENTATION;EMPTY;test;train;test
54685;ORIENTATION;EMPTY;test;valid;test
54686;ORIENTATION;EMPTY;test;train;test
54687;ORIENTATION;EMPTY;test;train;test
54688;ORIENTATION;EMPTY;test;valid;test
54689;ORIENTATION;EMPTY;test;train;test
54690;ORIENTATION;EMPTY;test;train;test
54691;ORIENTATION;EMPTY;test;train;test
54692;ORIENTATION;NOT_READABLE;test;train;train
54693;ORIENTATION;EMPTY;test;train;test
54694;ORIENTATION;EMPTY;test;train;test
54695;ORIENTATION;EMPTY;test;train;train
54696;ORIENTATION;EMPTY;test;valid;test
54697;ORIENTATION;EMPTY;test;train;test
54698;ORIENTATION;EMPTY;test;train;test
54699;ORIENTATION;EMPTY;test;train;test
54700;ORIENTATION;NOT_READABLE;test;train;train
54701;ORIENTATION;EMPTY;test;valid;test
54702;ORIENTATION;EMPTY;test;train;test
54703;ORIENTATION;EMPTY;test;train;test
54704;ORIENTATION;EMPTY;test;train;test
54705;ORIENTATION;ARROW_RIGHT;test;train;train
54706;ORIENTATION;EMPTY;test;train;train
54707;ORIENTATION;EMPTY;test;train;test
54708;ORIENTATION;ARROW_LEFT;test;train;test
54709;ORIENTATION;EMPTY;test;valid;test
54710;ORIENTATION;EMPTY;test;train;train
54711;ORIENTATION;EMPTY;test;train;test
54712;ORIENTATION;EMPTY;test;train;test
54713;ORIENTATION;EMPTY;test;train;test
54714;ORIENTATION;EMPTY;test;train;test
54715;ORIENTATION;EMPTY;test;train;test
54716;ORIENTATION;EMPTY;test;train;test
54717;ORIENTATION;EMPTY;test;train;test
54718;ORIENTATION;EMPTY;test;train;train
54719;ORIENTATION;ARROW_DOWN;test;train;test
54720;ORIENTATION;EMPTY;test;train;test
54721;ORIENTATION;EMPTY;test;train;train
54722;ORIENTATION;EMPTY;test;train;test
54723;ORIENTATION;EMPTY;test;train;test
54724;ORIENTATION;EMPTY;test;train;train
54725;ORIENTATION;INSPECT;;;
54726;ORIENTATION;EMPTY;test;train;test
54727;ORIENTATION;EMPTY;test;train;test
54728;ORIENTATION;EMPTY;test;train;test
54729;ORIENTATION;EMPTY;test;valid;test
54730;ORIENTATION;EMPTY;test;train;test
54731;COMMAND;TURN_LEFT;test;train;train
54732;COMMAND;PLUS_ONE;test;valid;test
54733;COMMAND;EMPTY;test;train;valid
54734;COMMAND;EMPTY;test;train;train
54735;COMMAND;TURN_LEFT;test;train;valid
54736;COMMAND;TURN_LEFT;test;train;train
54737;COMMAND;NOT_READABLE;test;valid;train
54738;COMMAND;TURN_RIGHT;test;valid;train
54739;COMMAND;NOT_READABLE;test;train;train
54740;COMMAND;EMPTY;test;train;test
54741;COMMAND;PLUS_ONE;test;valid;test
54742;COMMAND;TURN_LEFT;test;train;test
54743;COMMAND;TURN_LEFT;test;valid;test
54744;COMMAND;NOT_READABLE;test;train;test
54745;COMMAND;EMPTY;test;train;test
54746;COMMAND;EMPTY;test;train;test
54747;COMMAND;EMPTY;test;train;test
54748;COMMAND;PLUS_ONE;test;train;test
54749;COMMAND;TURN_RIGHT;test;train;train
54750;COMMAND;NOT_READABLE;test;train;valid
54751;COMMAND;TURN_RIGHT;test;train;test
54752;COMMAND;PLUS_ONE;test;train;train
54753;COMMAND;TURN_LEFT;test;train;test
54754;COMMAND;NOT_READABLE;test;train;train
54755;COMMAND;MINUS_ONE;test;train;train
54756;COMMAND;MINUS_ONE;test;valid;train
54757;COMMAND;PLUS_ONE;test;valid;test
54758;COMMAND;EMPTY;test;train;train
54759;COMMAND;TURN_RIGHT;test;train;test
54760;COMMAND;TURN_RIGHT;test;train;train
54761;COMMAND;NOT_READABLE;test;train;train
54762;COMMAND;TURN_RIGHT;test;valid;train
54763;COMMAND;NOT_READABLE;test;train;train
54764;COMMAND;EMPTY;test;train;test
54765;COMMAND;EMPTY;test;train;test
54766;COMMAND;TURN_LEFT;test;valid;train
54767;COMMAND;EMPTY;test;valid;train
54768;COMMAND;PLUS_ONE;test;train;train
54769;COMMAND;TURN_LEFT;test;train;train
54770;COMMAND;NOT_READABLE;test;train;test
54771;COMMAND;EMPTY;test;train;train
54772;COMMAND;EMPTY;test;train;test
54773;COMMAND;EMPTY;test;train;test
54774;COMMAND;EMPTY;test;train;test
54775;COMMAND;TURN_RIGHT;test;train;test
54776;COMMAND;PLUS_ONE;test;train;test
54777;COMMAND;TURN_LEFT;test;train;train
54778;COMMAND;PLUS_ONE;test;train;test
54779;COMMAND;NOT_READABLE;test;train;train
54780;COMMAND;TURN_LEFT;test;train;test
54781;COMMAND;LOOP_TWICE;test;train;train
54782;COMMAND;PLUS_ONE;test;train;test
54783;COMMAND;LOOP_END;test;train;test
54784;COMMAND;EMPTY;test;train;test
54785;COMMAND;LOOP_FOUR_TIMES;test;valid;train
54786;COMMAND;PLUS_ONE;test;train;test
54787;COMMAND;PLUS_ONE;test;train;test
54788;COMMAND;TURN_RIGHT;test;train;test
54789;COMMAND;LOOP_END;test;train;valid
54790;COMMAND;EMPTY;test;valid;test
54791;COMMAND;PLUS_ONE;test;train;test
54792;COMMAND;TURN_LEFT;test;valid;test
54793;COMMAND;INSPECT;;;
54794;COMMAND;TURN_RIGHT;test;train;train
54795;COMMAND;LOOP_THREE_TIMES;test;train;train
54796;COMMAND;PLUS_ONE;test;valid;test
54797;COMMAND;PLUS_ONE;test;train;test
54798;COMMAND;TURN_LEFT;test;train;test
54799;COMMAND;LOOP_FOUR_TIMES;test;train;train
54800;COMMAND;PLUS_ONE;test;valid;test
54801;COMMAND;PLUS_ONE;test;train;test
54802;COMMAND;PLUS_ONE;test;train;test
54803;COMMAND;TURN_RIGHT;test;train;test
54804;COMMAND;LOOP_END;test;valid;test
54805;COMMAND;PLUS_ONE;test;valid;test
54806;COMMAND;PLUS_ONE;test;train;train
54807;COMMAND;TURN_RIGHT;test;train;test
54808;COMMAND;LOOP_END;test;train;train
54809;COMMAND;EMPTY;test;train;test
54810;COMMAND;LOOP_FOUR_TIMES;test;valid;train
54811;COMMAND;PLUS_ONE;test;train;test
54812;COMMAND;PLUS_ONE;test;train;test
54813;ORIENTATION;EMPTY;test;train;test
54814;ORIENTATION;EMPTY;test;valid;train
54815;ORIENTATION;EMPTY;test;train;train
54816;ORIENTATION;EMPTY;test;train;test
54817;ORIENTATION;EMPTY;test;train;test
54818;ORIENTATION;ARROW_UP;test;train;valid
54819;ORIENTATION;EMPTY;test;valid;train
54820;ORIENTATION;EMPTY;test;train;test
54821;ORIENTATION;EMPTY;test;train;train
54822;ORIENTATION;EMPTY;test;train;test
54823;ORIENTATION;EMPTY;test;train;test
54824;ORIENTATION;EMPTY;test;train;test
54825;ORIENTATION;EMPTY;test;train;test
54826;ORIENTATION;EMPTY;test;train;test
54827;ORIENTATION;EMPTY;test;train;test
54828;ORIENTATION;ARROW_UP;test;train;train
54829;ORIENTATION;EMPTY;test;valid;test
54830;ORIENTATION;EMPTY;test;train;train
54831;ORIENTATION;EMPTY;test;train;test
54832;ORIENTATION;EMPTY;test;train;test
54833;ORIENTATION;EMPTY;test;valid;test
54834;ORIENTATION;EMPTY;test;train;test
54835;ORIENTATION;EMPTY;test;valid;train
54836;ORIENTATION;ARROW_UP;test;train;train
54837;ORIENTATION;EMPTY;test;train;test
54838;ORIENTATION;EMPTY;test;train;test
54839;ORIENTATION;EMPTY;test;train;train
54840;ORIENTATION;INSPECT;;;
54841;ORIENTATION;ARROW_LEFT;test;train;test
54842;ORIENTATION;EMPTY;test;valid;test
54843;ORIENTATION;EMPTY;test;valid;test
54844;ORIENTATION;ARROW_RIGHT;test;train;train
54845;ORIENTATION;EMPTY;test;train;test
54846;ORIENTATION;EMPTY;test;train;train
54847;ORIENTATION;EMPTY;test;train;train
54848;ORIENTATION;EMPTY;test;train;test
54849;ORIENTATION;EMPTY;test;train;test
54850;ORIENTATION;EMPTY;test;train;test
54851;ORIENTATION;EMPTY;test;train;test
54852;ORIENTATION;EMPTY;test;train;test
54853;ORIENTATION;EMPTY;test;train;test
54854;ORIENTATION;EMPTY;test;train;test
54855;ORIENTATION;ARROW_UP;test;train;train
54856;ORIENTATION;EMPTY;test;train;test
54857;ORIENTATION;EMPTY;test;train;test
54858;ORIENTATION;EMPTY;test;train;train
54859;ORIENTATION;EMPTY;test;train;test
54860;ORIENTATION;EMPTY;test;train;test
54861;ORIENTATION;EMPTY;test;train;test
54862;ORIENTATION;EMPTY;test;train;test
54863;ORIENTATION;EMPTY;test;train;test
54864;ORIENTATION;EMPTY;test;valid;test
54865;ORIENTATION;EMPTY;test;train;test
54866;ORIENTATION;EMPTY;test;train;test
54867;COMMAND;TURN_RIGHT;test;train;train
54868;COMMAND;PLUS_ONE;test;train;test
54869;COMMAND;PLUS_ONE;test;train;test
54870;COMMAND;EMPTY;test;train;test
54871;COMMAND;PLUS_ONE;test;train;test
54872;COMMAND;PLUS_ONE;test;train;train
54873;COMMAND;PLUS_ONE;test;train;train
54874;COMMAND;TURN_RIGHT;test;train;test
54875;COMMAND;PLUS_ONE;test;train;test
54876;COMMAND;PLUS_ONE;test;train;valid
54877;COMMAND;TURN_LEFT;test;train;train
54878;COMMAND;PLUS_ONE;test;valid;test
54879;COMMAND;TURN_LEFT;test;valid;train
54880;COMMAND;PLUS_ONE;test;train;train
54881;COMMAND;PLUS_ONE;test;train;test
54882;COMMAND;TURN_RIGHT;test;train;train
54883;COMMAND;PLUS_ONE;test;train;test
54884;COMMAND;PLUS_ONE;test;train;test
54885;COMMAND;PLUS_ONE;test;train;train
54886;COMMAND;TURN_LEFT;test;train;train
54887;COMMAND;NOT_READABLE;test;train;train
54888;COMMAND;NOT_READABLE;test;valid;train
